year	doy	hour	Tair	Tsoil	RH	Rain	WS	PAR	PBOT
2012	126	16	15.35	7.0425	62.035	0	1.101	68.5326087	97638.57031
2012	126	17	13.825	7.0125	66.385	0	1.137	31	97586.85938
2012	126	18	12.115	7.004	71.895	0	0.8535	16.52065217	97535.14844
2012	126	19	10.74	7.025	76.41	0	0.8415	2.072065217	97483.43359
2012	126	20	9.49	7.0565	78.54	0	0.7985	0	97431.72266
2012	126	21	8.865	7.093	78.305	0	0.689	0	97380.00781
2012	126	22	8.655	7.1375	77.035	0	0.635	0	97401.01172
2012	126	23	8.76	7.1695	76.27	0	0.567	0	97446.25
2012	127	0	8.805	7.188	73.925	0	0.613	0	97491.48828
2012	127	1	8.64	7.1995	72.19	0	0.6785	0	97536.73047
2012	127	2	8.475	7.2035	71.975	0	0.8835	0	97581.96875
2012	127	3	8.39	7.219	72.1	0	0.791	0	97627.20703
2012	127	4	7.48	7.196	85.07	0.1	0.41	0.024347826	97609.70703
2012	127	5	7.0545	7.2115	93.7	0.3	0.4365	1.97576087	97571.29297
2012	127	6	7.571	7.266	90	0.1	0.5415	8.706521739	97532.87891
2012	127	7	7.945	7.2455	86.6	0	0.3525	11	97494.46484
2012	127	8	8.45	7.2635	89.4	0.2	0.4655	35.5326087	97456.05078
2012	127	9	8.68	7.2465	89.15	0.1	0.6805	39.40217391	97417.63672
2012	127	10	9.12	7.252	86.95	0	0.7455	49.45652174	97419.17578
2012	127	11	9.56	7.2445	89.3	0	0.8255	60.44565217	97434.02734
2012	127	12	9.83	7.2325	93.5	1	0.6565	90.75	97448.87891
2012	127	13	10.68	7.2335	91.8	0.2	0.71	77.61956522	97463.73438
2012	127	14	10.405	7.1885	92.8	0	0.425	26.01086957	97478.58594
2012	127	15	10.52	7.193	94.9	0.5	0.395	24.64673913	97493.44141
2012	127	16	10.645	7.231	96.15	2	0.3105	21.35217391	97476.32031
2012	127	17	10.665	7.2025	96.7	1.7	0.2195	7.654347826	97448.53906
2012	127	18	10.835	7.239	96.95	0.9	0.2605	7.483478261	97420.75781
2012	127	19	10.645	7.22	97.15	0.7	0.51	1.170543478	97392.98047
2012	127	20	10.27	7.2235	97.25	0.3	0.5515	0	97365.20313
2012	127	21	9.795	7.229	97.3	0.1	0.5685	0	97337.42188
2012	127	22	9.55	7.248	97.5	0	0.5045	0	97332.61328
2012	127	23	9.545	7.2625	97.75	0	0.4735	0	97335.46094
2012	128	0	9.39	7.2665	97.95	0	0.3925	0	97338.30859
2012	128	1	9.51	7.278	98.05	0.1	0.298	0	97341.15625
2012	128	2	9.485	7.275	98.15	0	0.365	0	97344.00781
2012	128	3	9.095	7.2575	98.25	0	0.267	0	97346.85547
2012	128	4	7.207	7.1655	98.8	0	0.222	0.87826087	97300.13281
2012	128	5	5.7425	7.2465	99.3	0	0.209	19.70543478	97236.88281
2012	128	6	9.465	7.2765	91.5	0	0.4765	90.20652174	97173.63281
2012	128	7	10.985	7.2725	75.9	0	0.637	149.3043478	97110.38281
2012	128	8	12.615	7.361	66.39	0	0.8045	200.7608696	97047.13281
2012	128	9	13.47	7.385	61.17	0	0.8695	189.7065217	96983.88281
2012	128	10	14.005	7.3305	57.5	0	0.8665	172.5326087	96962.76172
2012	128	11	14.23	7.32	53.585	0	0.9605	135.326087	96955.68359
2012	128	12	14.745	7.2485	51.465	0	0.7825	113.9565217	96948.60547
2012	128	13	15.445	7.2645	50.245	0	0.902	184.326087	96941.52734
2012	128	14	16.28	7.3415	48.35	0	0.916	161.6521739	96934.44922
2012	128	15	14.58	7.1415	58.52	0	0.717	67.59782609	96927.37109
2012	128	16	14.695	7.257	63.635	0.9	0.7625	142.2717391	96933.69922
2012	128	17	14.685	7.2345	52.5	0	0.8485	48.69565217	96944.49609
2012	128	18	13.135	7.204	56.52	0	0.83	17.8826087	96955.29297
2012	128	19	9.3465	7.1445	84.65	0.2	0.388	2.34	96966.08984
2012	128	20	5.842	7.1375	96.75	0	0.1965	0	96976.88672
2012	128	21	4.819	7.2465	98.65	0	0.185	0	96987.67578
2012	128	22	4.749	7.319	99.3	0	0.1745	0	96992.60156
2012	128	23	5.8715	7.4195	99.35	0	0.237	0	96995.57031
2012	129	0	7.117	7.4705	98.85	0.1	0.296	0	96998.53516
2012	129	1	7.414	7.4575	97.4	0	0.252	0	97001.5
2012	129	2	7.466	7.4565	97.05	0	0.218	0	97004.46875
2012	129	3	7.4655	7.46	97.1	0	0.1915	0	97007.4375
2012	129	4	7.37	7.4535	97.3	0	0.154	0.463369565	97029.0625
2012	129	5	7.6155	7.4455	97.7	0	0.2	5.194782609	97056.91016
2012	129	6	8.5	7.4815	96.3	0.3	0.3315	27.26086957	97084.75781
2012	129	7	9.36	7.4665	90.5	0	0.544	65.10869565	97112.60547
2012	129	8	10.865	7.5125	78.23	0	0.766	99.35869565	97140.45313
2012	129	9	12.285	7.5655	70.235	0	0.9085	171.75	97168.30078
2012	129	10	13.025	7.4795	64.71	0	0.747	141.8695652	97198.58594
2012	129	11	12.42	7.4285	72.5	0.3	1.2285	172.8478261	97229.67969
2012	129	12	12.49	7.543	75.79	0.2	0.99	208.8586957	97260.77344
2012	129	13	11.085	7.3645	90.4	1.3	1.227	115.173913	97291.875
2012	129	14	10.89	7.4395	90.95	0.5	0.997	98.94565217	97322.96875
2012	129	15	11.73	7.466	82.83	0.3	0.992	100.576087	97354.0625
2012	129	16	10.655	7.383	82.94	0	0.9115	23.06521739	97359.92188
2012	129	17	9.695	7.406	88.4	1.4	0.919	37.2173913	97357.36719
2012	129	18	9.335	7.4425	85.3	0	0.9235	20.57826087	97354.80859
2012	129	19	7.7115	7.381	88.6	0	0.498	3.341304348	97352.25391
2012	129	20	7.5215	7.4825	90.55	0	0.4875	0	97349.69922
2012	129	21	8.185	7.5465	83.55	0	0.567	0	97347.14063
2012	129	22	4.5095	7.404	91.45	0	0.198	0	97366.74609
2012	129	23	0.8625	7.367	98.3	0	0.139	0	97393.73828
2012	130	0	-0.635	7.434	99.85	0	0.165	0	97420.73047
2012	130	1	-1.355	7.4795	100	0	0.202	0	97447.71875
2012	130	2	-1.725	7.4885	100	0	0.2045	0	97474.71094
2012	130	3	-2.1	7.479	100	0	0.18	0	97501.70313
2012	130	4	-2.21	7.4775	100	0	0.2	1.220543478	97497.51953
2012	130	5	-1.4	7.4915	100	0	0.1745	18.49021739	97482.94141
2012	130	6	4.86	7.629	94.6	0	0.2775	79.51086957	97468.37109
2012	130	7	10.47	7.66	70.09	0	0.8675	150.2391304	97453.79297
2012	130	8	12.38	7.6615	57.985	0	1.1	190.7173913	97439.21875
2012	130	9	14.175	7.7125	52.23	0	1.0725	260.9782609	97424.64453
2012	130	10	15.24	7.631	38.835	0	0.879	220.6521739	97425.21875
2012	130	11	16.195	7.5895	35.235	0	1.0235	265.326087	97430.84375
2012	130	12	16.97	7.552	32.395	0	0.9185	271.8478261	97436.46875
2012	130	13	17.125	7.5025	31.545	0	0.895	213.4782609	97442.09375
2012	130	14	18.005	7.462	30.025	0	0.874	226.9565217	97447.71875
2012	130	15	18.66	7.495	29.24	0	0.865	235.2173913	97453.34375
2012	130	16	18.68	7.3725	28.96	0	0.667	170.6304348	97397.21094
2012	130	17	17.48	7.246	31.415	0	0.521	66.60869565	97320.48438
2012	130	18	14.41	7.175	42.96	0	0.346	17.07608696	97243.76563
2012	130	19	9.24	7.169	65.36	0	0.1115	3.899347826	97167.04297
2012	130	20	4.7105	7.2165	84.2	0	0.115	0	97090.32031
2012	130	21	2.5625	7.3035	93.45	0	0.1225	0	97013.60156
2012	130	22	1.3525	7.385	97.5	0	0.127	0	96994.65625
2012	130	23	0.628	7.437	99.25	0	0.1255	0	96994.96875
2012	131	0	-0.052	7.465	99.9	0	0.1325	0	96995.28516
2012	131	1	-0.47	7.483	100	0	0.154	0	96995.60156
2012	131	2	-1.09	7.4825	100	0	0.1425	0	96995.91406
2012	131	3	-1.555	7.4925	100	0	0.1445	0	96996.23047
2012	131	4	-1.815	7.48	100	0	0.129	1.293913043	96962.375
2012	131	5	-1.01	7.491	100	0	0.1325	18.56304348	96917.125
2012	131	6	6.428	7.6525	91.6	0	0.242	81.2173913	96871.875
2012	131	7	13.005	7.6625	62.575	0	0.5495	149.1847826	96826.625
2012	131	8	16.535	7.7175	47.16	0	0.7925	210.9782609	96781.375
2012	131	9	18.44	7.7315	40.025	0	1.0685	269.8913043	96736.125
2012	131	10	19.56	7.7035	36.85	0	0.9305	308.4782609	96735.68359
2012	131	11	20.385	7.6615	34.185	0	1	327.826087	96750.17578
2012	131	12	21.195	7.614	31.92	0	1.0915	328.3695652	96764.66797
2012	131	13	22.46	7.5985	30.8	0	0.994	313.5869565	96779.16016
2012	131	14	22.855	7.547	30.855	0	1.131	282.2826087	96793.65234
2012	131	15	23.15	7.4965	30.205	0	0.8135	235.4347826	96808.14453
2012	131	16	22.81	7.3965	31.405	0	0.7365	173.4782609	96764.23047
2012	131	17	21.16	7.2885	37.03	0	0.733	69.80434783	96700.84375
2012	131	18	18.43	7.2525	47.945	0	0.5505	16.50978261	96637.46094
2012	131	19	15.095	7.297	62.265	0	0.3315	3.922391304	96574.07422
2012	131	20	11.445	7.359	79.335	0	0.2295	0	96510.69141
2012	131	21	11.205	7.501	75.28	0	0.327	0	96447.30859
2012	131	22	11.56	7.6155	68.99	0	0.3925	0	96453.54688
2012	131	23	10.405	7.6375	73.54	0	0.3575	0	96482.99219
2012	132	0	10.82	7.713	69.88	0	0.5	0	96512.4375
2012	132	1	9.775	7.7175	73.825	0	0.3645	0	96541.88281
2012	132	2	9.395	7.7515	77.485	0	0.3725	0	96571.32813
2012	132	3	7.1445	7.7185	86.65	0	0.3255	0	96600.77344
2012	132	4	5.9085	7.726	91.05	0	0.1995	1.464021739	96632.31641
2012	132	5	6.679	7.812	92.25	0	0.2115	11.27065217	96664.55078
2012	132	6	10.22	7.8855	88.55	0.5	0.6685	23.36956522	96696.79297
2012	132	7	11.295	7.875	84.5	0	0.643	40.91304348	96729.03125
2012	132	8	10.3	7.791	90.6	0.3	0.7915	32.86956522	96761.26953
2012	132	9	9.675	7.777	91.6	0.5	0.8	56.41304348	96793.50781
2012	132	10	9.835	7.7845	88.5	0	0.8505	38.65217391	96854.75
2012	132	11	11.645	7.865	75.915	0	0.9235	136.576087	96925.66406
2012	132	12	13.09	7.871	59.915	0	1.19	171.8478261	96996.57813
2012	132	13	14.66	7.941	47.755	0	1.284	250.9782609	97067.48828
2012	132	14	14.99	7.828	43.16	0	1.2965	213.2608696	97138.40234
2012	132	15	14.875	7.774	40.19	0	1.084	154.5434783	97209.3125
2012	132	16	14.99	7.7415	34.98	0	0.9165	118.2282609	97275.57813
2012	132	17	14.385	7.686	32.395	0	0.995	65.79347826	97340.28906
2012	132	18	13.36	7.645	35.9	0	0.645	24.125	97405.00391
2012	132	19	8.9755	7.5595	58.23	0	0.198	4.851521739	97469.71484
2012	132	20	3.962	7.5225	81.945	0	0.158	0	97534.42969
2012	132	21	2.0185	7.6105	90.15	0	0.1925	0	97599.14063
2012	132	22	0.1165	7.646	95.15	0	0.236	0	97651.98438
2012	132	23	-1.085	7.6855	97.1	0	0.211	0	97700.86719
2012	133	0	-2.075	7.705	99.15	0	0.1735	0	97749.74609
2012	133	1	-2.83	7.705	99.95	0	0.154	0	97798.62891
2012	133	2	-3.215	7.7105	100	0	0.1485	0	97847.51172
2012	133	3	-3.415	7.7045	100	0	0.1515	0	97896.39453
2012	133	4	-3.655	7.693	100	0	0.187	1.563369565	97935.80859
2012	133	5	-2.735	7.7035	100	0	0.15	15.83043478	97972.0625
2012	133	6	5.804	7.834	86.005	0	0.238	90.68478261	98008.32031
2012	133	7	11.955	7.9	46.445	0	0.664	154.3478261	98044.57422
2012	133	8	14.785	7.9105	33.88	0	0.8335	213.4782609	98080.82813
2012	133	9	17.255	7.9545	26.71	0	0.8675	271.3043478	98117.08594
2012	133	10	18.425	7.9	21.895	0	1.0885	309.4565217	98142.21875
2012	133	11	19.165	7.8555	21.74	0	1.075	327.826087	98163.65234
2012	133	12	19.81	7.8065	21.02	0	1.016	332.2826087	98185.08203
2012	133	13	20.34	7.7725	19.76	0	1.192	317.5	98206.51172
2012	133	14	20.49	7.7195	19.36	0	1.133	284.4565217	98227.94141
2012	133	15	20.81	7.662	18.6	0	0.9785	235.1086957	98249.375
2012	133	16	20.675	7.557	18.545	0	0.8875	173.7608696	98208.03906
2012	133	17	19.595	7.4515	20.37	0	0.87	75.27173913	98145.78906
2012	133	18	17.025	7.3815	24.895	0	0.5465	16.9076087	98083.53906
2012	133	19	10.935	7.336	46.96	0	0.136	4.337717391	98021.28906
2012	133	20	5.48	7.3765	65.89	0	0.126	0	97959.03125
2012	133	21	3.0325	7.4715	82.12	0	0.1395	0	97896.78125
2012	133	22	1.9055	7.5725	93.15	0	0.175	0	97874.5625
2012	133	23	1.299	7.648	96.6	0	0.223	0	97865.6875
2012	134	0	2.402	7.7295	97	0	0.2455	0	97856.8125
2012	134	1	3.6565	7.772	90.8	0	0.311	0	97847.94141
2012	134	2	4.823	7.7915	82.5	0	0.3355	0	97839.07031
2012	134	3	6.3615	7.817	73.795	0	0.3885	0	97830.19531
2012	134	4	6.5215	7.784	73.26	0	0.4255	1.537717391	97799.16016
2012	134	5	8.9575	7.8265	63.425	0	0.5705	18.69456522	97760.73828
2012	134	6	13.345	7.935	46.55	0	0.834	84.02173913	97722.31641
2012	134	7	15.545	7.888	39.085	0	0.9095	138.2065217	97683.89453
2012	134	8	17.515	7.873	36.72	0	0.772	165.3478261	97645.47266
2012	134	9	20.055	7.946	29.605	0	0.956	228.8043478	97607.05078
2012	134	10	21.325	7.9355	26.7	0	1.352	294.673913	97583.32422
2012	134	11	22.465	7.8945	25.205	0	1.359	289.8913043	97564.49609
2012	134	12	22.68	7.7455	25.505	0	1.1685	240.5434783	97545.67578
2012	134	13	24.445	7.8535	23.05	0	1.501	316.9565217	97526.84766
2012	134	14	24.27	7.772	22.775	0	1.267	272.3913043	97508.02734
2012	134	15	23.91	7.71	24.68	0	1.1155	207.6086957	97489.19922
2012	134	16	23.405	7.618	25.905	0	0.9785	144.8043478	97450.4375
2012	134	17	22.575	7.5765	27.975	0	1.087	74.79347826	97405.03125
2012	134	18	20.605	7.5235	32.17	0	0.6975	23.20652174	97359.61719
2012	134	19	15.99	7.485	50.68	0	0.3285	4.750217391	97314.21094
2012	134	20	11.03	7.5165	77.06	0	0.1785	0	97268.80469
2012	134	21	9.89	7.66	77.13	0	0.252	0	97223.39453
2012	134	22	8.625	7.7445	85.1	0	0.2605	0	97218.22266
2012	134	23	8.72	7.8075	79.79	0	0.3315	0	97226.46484
2012	135	0	9.755	7.8845	73.11	0	0.3855	0	97234.70313
2012	135	1	8.705	7.8885	79.185	0	0.2735	0	97242.94531
2012	135	2	7.6045	7.9075	84.7	0	0.207	0	97251.18359
2012	135	3	5.866	7.913	94.65	0	0.175	0	97259.42578
2012	135	4	4.678	7.93	97.1	0	0.1385	1.805543478	97263.44922
2012	135	5	4.27	7.949	98.7	0	0.1145	19.84347826	97266.06641
2012	135	6	12.025	8.11	75.255	0	0.319	87.16304348	97268.68359
2012	135	7	16.82	8.135	46.67	0	0.6785	154.8804348	97271.30078
2012	135	8	19.28	8.16	38.755	0	0.629	214.7826087	97273.91797
2012	135	9	21.605	8.23	32.26	0	0.7985	268.1521739	97276.53516
2012	135	10	24.11	8.255	26.955	0	0.648	303.4782609	97262.96094
2012	135	11	25.755	8.205	22.665	0	0.739	323.2608696	97243.99219
2012	135	12	26.31	8.135	20.575	0	1.07	330.326087	97225.01563
2012	135	13	27.3	8.11	18.905	0	1.0535	315.2173913	97206.04688
2012	135	14	27.52	8.075	18.78	0	1.131	284.5652174	97187.07813
2012	135	15	27.4	8.009	18.915	0	0.7245	198.1413043	97168.10547
2012	135	16	27.145	7.8915	19.795	0	0.634	134.4891304	97119.36719
2012	135	17	25.53	7.8235	22.24	0	0.5445	63.35869565	97060.71094
2012	135	18	22.98	7.7885	33.495	0	0.1695	27.41304348	97002.05469
2012	135	19	17.26	7.749	53.525	0	0.08	4.797173913	96943.39844
2012	135	20	12.165	7.824	73.06	0	0.1045	0	96884.74219
2012	135	21	9.17	7.913	85.45	0	0.0935	0	96826.08594
2012	135	22	7.578	8.017	93.6	0	0.102	0	96814.82813
2012	135	23	6.966	8.115	97.05	0	0.124	0	96819.37109
2012	136	0	11.81	8.285	70.73	0	0.457	0	96823.91016
2012	136	1	7.0665	8.185	87.7	0	0.1885	0	96828.45313
2012	136	2	5.3605	8.23	95.6	0	0.2805	0	96832.99609
2012	136	3	11.025	8.415	67.26	0	0.771	0	96837.53516
2012	136	4	11.23	8.405	62.925	0	0.88	1.609673913	96883.35938
2012	136	5	11.13	8.405	64.745	0	1.0315	17.74782609	96942.94141
2012	136	6	12.16	8.465	61.625	0	1.3705	69.09782609	97002.52734
2012	136	7	13.175	8.465	58.11	0	1.19	137.4130435	97062.10938
2012	136	8	13.885	8.495	55.945	0	1.308	180.6521739	97121.69141
2012	136	9	14.79	8.555	50.035	0	1.3125	218.3695652	97181.27734
2012	136	10	15.465	8.58	45.645	0	1.5655	266.6304348	97237.25781
2012	136	11	15.525	8.545	43.135	0	1.594	290.7608696	97292.03906
2012	136	12	16.2	8.545	38.555	0	1.5805	288.9130435	97346.82031
2012	136	13	16.725	8.615	34.075	0	1.5355	293.9130435	97401.60156
2012	136	14	16.845	8.505	31.43	0	1.571	277.7173913	97456.38281
2012	136	15	16.535	8.455	30.7	0	1.46	221.9565217	97511.15625
2012	136	16	15.84	8.365	29.74	0	1.2395	165.2173913	97541.45703
2012	136	17	14.48	8.28	31.025	0	1.5245	72.57608696	97563.58984
2012	136	18	13	8.24	34.49	0	0.999	22.73913043	97585.72266
2012	136	19	10.955	8.255	41.49	0	0.656	5.508695652	97607.85547
2012	136	20	4.543	8.15	69.88	0	0.1725	0.024347826	97629.99219
2012	136	21	0.9905	8.2	88.3	0	0.186	0	97652.125
2012	136	22	-0.575	8.285	95.5	0	0.1825	0	97669.84375
2012	136	23	-1.395	8.34	99	0	0.2305	0	97686.09375
2012	137	0	-1.485	8.395	99.95	0	0.2395	0	97702.33594
2012	137	1	-1.59	8.415	99.7	0	0.2715	0	97718.58594
2012	137	2	-2.275	8.41	99.85	0	0.2245	0	97734.83203
2012	137	3	-2.815	8.405	100	0	0.2325	0	97751.07813
2012	137	4	-3.515	8.385	100	0	0.1915	2.002282609	97755.28516
2012	137	5	-2.585	8.405	100	0	0.1715	20.88369565	97755.48047
2012	137	6	4.5905	8.535	79.325	0	0.4065	87	97755.67188
2012	137	7	9.075	8.57	55.3	0	0.5905	153.2391304	97755.86719
2012	137	8	11.505	8.59	44.605	0	0.731	213.0434783	97756.05859
2012	137	9	13.71	8.655	33.175	0	0.8505	268.9130435	97756.25391
2012	137	10	15.19	8.655	30.915	0	0.7125	307.0652174	97772.97266
2012	137	11	16.155	8.585	27.725	0	0.833	325.5434783	97795.20313
2012	137	12	16.725	8.545	27.775	0	0.83	330.5434783	97817.43359
2012	137	13	18.11	8.505	25.44	0	0.815	312.7173913	97839.66016
2012	137	14	19.065	8.46	24.4	0	0.69	281.3043478	97861.88672
2012	137	15	19.525	8.37	22.695	0	0.712	233.1521739	97884.11719
2012	137	16	19.68	8.24	22.375	0	0.587	173.3804348	97826.4375
2012	137	17	18.44	8.115	23.595	0	0.372	65.39130435	97742.125
2012	137	18	16.43	8.055	33.12	0	0.176	26.16304348	97657.8125
2012	137	19	12.265	8.045	55.365	0	0.0955	5.751086957	97573.5
2012	137	20	7.578	8.045	71.185	0	0.122	0	97489.1875
2012	137	21	4.959	8.08	81.245	0	0.1475	0	97404.875
2012	137	22	5.039	8.225	84.65	0	0.1585	0	97378.66016
2012	137	23	6.3285	8.33	81.85	0	0.1305	0	97371.80078
2012	138	0	6.862	8.355	82.2	0	0.1665	0	97364.94141
2012	138	1	6.5245	8.34	81.9	0	0.23	0	97358.08594
2012	138	2	5.1765	8.315	86	0	0.2615	0	97351.23047
2012	138	3	8.6645	8.43	63.485	0	0.6205	0	97344.37109
2012	138	4	10.645	8.5	50.405	0	0.672	1.341630435	97288.77734
2012	138	5	11.375	8.485	47.575	0	0.799	12.92608696	97216.94141
2012	138	6	12.445	8.505	48.03	0	0.7775	26.14130435	97145.10547
2012	138	7	13.98	8.52	46.02	0	1.24	95.07608696	97073.26563
2012	138	8	16.06	8.55	44.495	0	1.3705	142.3804348	97001.42969
2012	138	9	19.09	8.64	39.965	0	1.556	246.6304348	96929.59375
2012	138	10	20.355	8.55	37.93	0	1.495	233.3695652	96892.43359
2012	138	11	22.32	8.655	36.77	0	1.4335	310.2173913	96866.83594
2012	138	12	21.875	8.435	38.645	0	1.209	166.7391304	96841.23828
2012	138	13	22.085	8.47	39.82	0	1.115	198.75	96815.64063
2012	138	14	22.595	8.525	40.6	0	1.2735	220.7608696	96790.03906
2012	138	15	22.205	8.395	41.625	0	1.362	150.0543478	96764.44141
2012	138	16	22.725	8.4	39.89	0	1.257	112.173913	96703.92188
2012	138	17	22.31	8.395	38.99	0	0.9895	80.06521739	96631.76563
2012	138	18	20.85	8.345	44.075	0	0.5465	28.73913043	96559.60938
2012	138	19	18.845	8.36	51.89	0	0.5185	5.236956522	96487.45313
2012	138	20	18.705	8.48	46.805	0	1.127	0	96415.29688
2012	138	21	17.74	8.515	48.405	0	0.968	0	96343.13281
2012	138	22	17.04	8.555	50.585	0	0.833	0	96352.96094
2012	138	23	15.595	8.565	57.75	0	0.666	0	96390.11719
2012	139	0	16.315	8.665	57.39	0	0.6415	0	96427.26563
2012	139	1	14.765	8.65	66.68	0	0.6025	0	96464.42188
2012	139	2	13.445	8.675	76.175	0	0.352	0	96501.57422
2012	139	3	11.79	8.705	84.4	0	0.152	0	96538.72656
2012	139	4	11.255	8.73	90.3	0	0.2145	1.316956522	96527.96484
2012	139	5	14.24	8.83	83.8	0	0.337	16.42717391	96501.23047
2012	139	6	17.68	8.885	71.745	0	0.414	61.44565217	96474.5
2012	139	7	20.55	8.905	59.395	0	0.8015	143.7282609	96447.76953
2012	139	8	22.345	8.89	53.965	0	0.8375	203.8043478	96421.03516
2012	139	9	23.93	8.975	49.21	0	1.09	258.6956522	96394.30078
2012	139	10	25.685	9.015	45.015	0	0.946	296.0869565	96403.82422
2012	139	11	27.395	9.025	40.815	0	0.949	311.1956522	96425.43359
2012	139	12	28.155	8.99	39.705	0	0.9775	320.326087	96447.04297
2012	139	13	29.03	8.975	36.45	0	1.0645	305.9782609	96468.65234
2012	139	14	30.555	8.99	33.275	0	0.8935	266.5217391	96490.26172
2012	139	15	31.035	8.925	31.59	0	0.827	219.3478261	96511.87109
2012	139	16	30.87	8.855	32.02	0	0.871	168.6956522	96514.90625
2012	139	17	29.465	8.775	35.595	0	0.772	73.48913043	96511.75781
2012	139	18	27.49	8.755	42.97	0	0.5525	24.69891304	96508.60938
2012	139	19	24.555	8.805	51.095	0	0.7515	4.235543478	96505.45703
2012	139	20	22.9	8.915	50.65	0	0.867	0	96502.30859
2012	139	21	20.365	8.895	63.28	0.1	1.2175	0	96499.15625
2012	139	22	19.285	9.075	67.215	0.1	0.5295	0	96512.23828
2012	139	23	19.16	9.165	66.41	0	0.8995	0	96530.72266
2012	140	0	20.175	9.27	60.9	0	1.245	0	96549.21094
2012	140	1	20.275	9.305	60.22	0	1.3855	0	96567.69922
2012	140	2	19.745	9.305	66.375	0	1.115	0	96586.18359
2012	140	3	18.48	9.29	76.31	0.1	1.1	0	96604.67578
2012	140	4	16.125	9.365	92.3	1.3	0.5695	0	96611.99219
2012	140	5	15.36	9.38	95.55	0.8	0.3665	1.729456522	96615.58594
2012	140	6	15.965	9.49	94.05	0	0.455	41.49130435	96619.17969
2012	140	7	19.285	9.615	75.36	0	0.817	114.1086957	96622.78125
2012	140	8	21.63	9.665	63.93	0	1.1115	174.8369565	96626.375
2012	140	9	23.965	9.745	57.53	0	1.109	230.5434783	96629.96875
2012	140	10	25.76	9.79	53.865	0	0.9655	280.8695652	96633.5625
2012	140	11	27.015	9.81	49.93	0	1.013	307.826087	96637.15234
2012	140	12	27.125	9.715	51.395	0	1.065	234.0217391	96640.74219
2012	140	13	27.33	9.715	51.02	0	1.131	239.2391304	96644.33594
2012	140	14	27.475	9.735	49.665	0	1.017	201.6086957	96647.92188
2012	140	15	25.82	9.56	55.11	0	0.7595	71.25	96651.51563
2012	140	16	20.09	9.43	77.21	0.8	1.0765	56.2826087	96670.50391
2012	140	17	16.555	9.565	77.22	0	1.031	14.32173913	96694.62109
2012	140	18	13.02	9.6	84.95	0	0.753	1.461630435	96718.73828
2012	140	19	11.88	9.73	91.1	0.6	0.6055	1.803913043	96742.85547
2012	140	20	11.975	9.84	87.8	0	0.742	0	96766.97266
2012	140	21	11.765	9.925	83.8	0	1.0845	0	96791.08984
2012	140	22	11.08	9.95	83.2	0	1.274	0	96842.78125
2012	140	23	10.59	9.985	83.6	0	1.1745	0	96903.66406
2012	141	0	10.205	10.025	85.5	0	0.854	0	96964.54688
2012	141	1	9.785	10.04	86.2	0	0.853	0	97025.42969
2012	141	2	9.405	10.065	88.85	0	0.6695	0	97086.3125
2012	141	3	8.535	10.075	95.7	2.6	1.2395	0	97147.19531
2012	141	4	8.335	10.12	96.35	1.1	0.8605	0.146304348	97183.94141
2012	141	5	8.495	10.15	96.45	0.5	0.623	1.950217391	97212.63672
2012	141	6	8.0765	10.16	96.7	3.9	0.9905	10.5826087	97241.33984
2012	141	7	7.5165	10.16	96.1	1.5	1.028	26.16304348	97270.03516
2012	141	8	8.197	10.2	96.35	1.3	0.7855	43.2826087	97298.73438
2012	141	9	8.455	10.195	94.5	0.6	1.1785	59.22826087	97327.43359
2012	141	10	8.815	10.19	93.65	0	0.945	59.4673913	97361.30469
2012	141	11	9.255	10.18	88.75	0	1.0775	64.72826087	97396.89844
2012	141	12	9.64	10.175	84.9	0	0.873	71.77173913	97432.48438
2012	141	13	10.77	10.185	77.615	0	0.794	108.673913	97468.07813
2012	141	14	12.2	10.235	67.97	0	1.015	161.9565217	97503.67188
2012	141	15	13.99	10.255	58.3	0	0.8915	183.2608696	97539.26563
2012	141	16	15.865	10.2	52.35	0	0.7255	175.6956522	97560.20313
2012	141	17	14.585	9.985	60.235	0	0.4245	49.79347826	97576.25781
2012	141	18	13.665	9.945	64.5	0	0.372	32.02173913	97592.31641
2012	141	19	8.4915	9.815	87.45	0	0.096	3.533695652	97608.37109
2012	141	20	4.9915	9.825	95.9	0	0.122	0.0975	97624.42578
2012	141	21	3.062	9.875	98.2	0	0.13	0	97640.48047
2012	141	22	1.6025	9.89	99.35	0	0.182	0	97675.83594
2012	141	23	0.329	9.89	99.95	0	0.1205	0	97717.61719
2012	142	0	-0.615	9.905	100	0	0.136	0	97759.40234
2012	142	1	-1.1	9.895	100	0	0.12	0	97801.1875
2012	142	2	-1.545	9.885	100	0	0.1255	0	97842.96875
2012	142	3	-1.805	9.87	100	0	0.1205	0	97884.75391
2012	142	4	-0.71	9.955	100	0	0.1315	2.245543478	97893.12109
2012	142	5	1.373	9.87	100	0.1	0.1415	19.08913043	97890.34766
2012	142	6	7.3245	9.975	97.7	0	0.212	84.45652174	97887.57422
2012	142	7	12.865	9.97	74.215	0	0.436	157.9565217	97884.80078
2012	142	8	15.96	9.95	49.2	0	0.7335	220.7608696	97882.02734
2012	142	9	17.88	10.02	35.17	0	0.904	273.8043478	97879.25781
2012	142	10	19.245	10.005	33.83	0	0.7685	312.0652174	97896.14844
2012	142	11	20.315	9.95	30.515	0	0.9435	330.7608696	97919.58984
2012	142	12	20.885	9.895	30.53	0	0.87	326.3043478	97943.03516
