year	doy	hour	Tair	Tsoil	RH	Rain	WS	PAR	PBOT
2011	1	0	-12.85	0.7325	90.3	0	1.5325	0	96318.80859
2011	1	1	-12.8	0.7275	91.8	0	1.5445	0	96247.22656
2011	1	2	-12.75	0.7225	92.65	0	1.598	0	96175.64453
2011	1	3	-12.5	0.7335	93.6	0	0.759	0	96104.0625
2011	1	4	-12.3	0.733	93.9	0	0.35	0	96047.9375
2011	1	5	-12.6	0.72	93.95	0	0.259	0	95996.96875
2011	1	6	-12.75	0.715	93.35	0	0.527	0	95946
2011	1	7	-15.15	0.6525	89.75	0	0.6195	0	95895.03125
2011	1	8	-17.25	0.5935	88.5	0	0.5445	0	95844.0625
2011	1	9	-18.25	0.6035	88.15	0	0.6045	0.269130435	95793.09375
2011	1	10	-19	0.608	87.45	0	0.5725	2.202608696	95795.51953
2011	1	11	-18.75	0.6435	86.85	0	0.725	5.482608696	95815.75391
2011	1	12	-17.3	0.715	85.95	0	0.555	13.82934783	95835.98828
2011	1	13	-16.05	0.7585	85.4	0	0.728	17.39565217	95856.22266
2011	1	14	-14.45	0.8175	85.05	0	0.964	18.90978261	95876.45703
2011	1	15	-14.35	0.7625	84.65	0	1.0135	15.18913043	95896.69141
2011	1	16	-14.55	0.755	83.6	0	1.0465	12.89130435	95973.84375
2011	1	17	-15.25	0.6775	84.9	0	1.216	4.818478261	96069.96484
2011	1	18	-15.6	0.6485	85.8	0	0.9855	1.34576087	96166.08594
2011	1	19	-15.5	0.6665	87.1	0	1.0505	0	96262.21094
2011	1	20	-15.75	0.6595	86.35	0	1.069	0	96358.33594
2011	1	21	-17.05	0.5855	86.4	0	0.7795	0.024456522	96454.45703
2011	1	22	-18.25	0.555	87.9	0	0.6785	0	96501.3125
2011	1	23	-19.15	0.539	89.2	0	0.5335	0.024456522	96531.74609
2011	2	0	-18	0.613	89.1	0	0.8345	0	96562.17969
2011	2	1	-18.5	0.605	87.75	0	0.603	0.048913043	96592.60938
2011	2	2	-19.05	0.595	88	0	0.6235	0.048913043	96623.04297
2011	2	3	-19	0.627	87.45	0	0.726	0	96653.47656
2011	2	4	-19.45	0.6165	86.5	0	0.654	0	96677.24219
2011	2	5	-19.7	0.616	87	0	0.565	0.049021739	96698.78516
2011	2	6	-20.35	0.59	86.45	0	0.4565	0.024456522	96720.32422
2011	2	7	-22.8	0.4725	83.4	0	0.3675	0.097934783	96741.87109
2011	2	8	-26.2	0.3855	81.5	0	0.2625	0.171521739	96763.41016
2011	2	9	-27.95	0.3865	80.6	0	0.2035	0.735326087	96784.95313
2011	2	10	-29	0.396	80.15	0	0.1805	2.28	96800.05859
2011	2	11	-24	0.5825	85.35	0	0.3485	13.22065217	96813.01953
2011	2	12	-18.15	0.9325	77.715	0	0.4675	20.53043478	96825.97656
2011	2	13	-15.4	1.166	71.85	0	0.575	26.36956522	96838.93359
2011	2	14	-12.85	1.2475	66.73	0	0.603	27.38043478	96851.89453
2011	2	15	-11.65	1.221	64.75	0	0.557	24.23913043	96864.85547
2011	2	16	-12.1	0.8425	69.88	0	0.3965	14.03043478	96902.83984
2011	2	17	-15.75	0.4995	82.75	0	0.2395	3.717391304	96949.16797
2011	2	18	-19.75	0.413	85.05	0	0.1465	1.149891304	96995.49609
2011	2	19	-24.1	0.358	82.5	0	0.117	0.073478261	97041.82422
2011	2	20	-27.1	0.3495	80.75	0	0.11	0.294021739	97088.15234
2011	2	21	-29.1	0.3535	79.48	0	0.1085	0.367717391	97134.47656
2011	2	22	-30.55	0.3615	78.235	0	0.0965	0.441304348	97133.35938
2011	2	23	-31.7	0.3655	77.33	0	0.1105	0.416847826	97116.42969
2011	3	0	-32.65	0.363	76.165	0	0.157	0.3925	97099.5
2011	3	1	-33.5	0.3645	75.275	0	0.1205	0.269891304	97082.56641
2011	3	2	-34.3	0.362	74.075	0	0.1615	0.417173913	97065.63672
2011	3	3	-35	0.358	73.465	0	0.1385	0.417173913	97048.70703
2011	3	4	-35.4	0.361	73.385	0	0.175	0.392717391	97061.12109
2011	3	5	-35.95	0.3635	72.51	0	0.139	0.27	97083.31641
2011	3	6	-36.4	0.359	71.925	0	0.144	0.147282609	97105.51172
2011	3	7	-36.7	0.36	71.545	0	0.1485	0.122826087	97127.70703
2011	3	8	-37.1	0.367	70.94	0	0.1465	0.220978261	97149.90234
2011	3	9	-37.35	0.3505	70.88	0	0.14	0.442065217	97172.09766
2011	3	10	-36.9	0.3665	71.525	0	0.1615	2.70076087	97174.6875
2011	3	11	-31.95	0.54	75.925	0	0.1875	8.888043478	97170.75
2011	3	12	-25.35	0.741	77.555	0	0.232	13.91195652	97166.80469
2011	3	13	-21.05	0.82	77.19	0	0.3445	15.44565217	97162.86719
2011	3	14	-17.55	0.8885	76.67	0	0.5515	20.94565217	97158.92188
2011	3	15	-15.4	0.8595	75.015	0	0.446	17.33152174	97154.98438
2011	3	16	-14.75	0.7765	74.37	0	0.423	13.90108696	97137.55078
2011	3	17	-14.75	0.7085	76.945	0	0.2725	7.95326087	97115.625
2011	3	18	-17.4	0.568	82.2	0	0.0875	1.615543478	97093.69922
2011	3	19	-21.9	0.428	82.85	0	0.09	0.146847826	97071.77344
2011	3	20	-24.2	0.4315	83.05	0	0.078	0.1225	97049.84766
2011	3	21	-25.9	0.432	81.8	0	0.082	0.269456522	97027.91797
2011	3	22	-28.45	0.3665	78.315	0	0.097	0.465652174	97006.51563
2011	3	23	-31	0.332	76.755	0	0.1075	0.392282609	96985.28906
2011	4	0	-32.55	0.333	76.055	0	0.116	0.416956522	96964.05859
2011	4	1	-33.2	0.35	75.615	0	0.185	0.245326087	96942.83203
2011	4	2	-33.1	0.3975	76.24	0	0.1635	0.294347826	96921.60547
2011	4	3	-33.05	0.4095	75.34	0	0.1915	0.319021739	96900.375
2011	4	4	-33.6	0.396	74.54	0	0.1125	0.245434783	96897.8125
2011	4	5	-34.25	0.379	74.205	0	0.1175	0.245326087	96901.46875
2011	4	6	-33.75	0.418	76.045	0	0.152	0.220869565	96905.13281
2011	4	7	-30.4	0.5415	79.97	0	0.2265	0.319021739	96908.78906
2011	4	8	-28.1	0.574	81.75	0	0.2505	0.3925	96912.44922
2011	4	9	-25.3	0.6225	84.7	0	0.2335	0.613043478	96916.10938
2011	4	10	-22.1	0.6785	87.05	0	0.297	4.999565217	96910.88281
2011	4	11	-19.95	0.732	84.8	0	0.4895	26.35869565	96902.69531
2011	4	12	-18.05	0.793	80.38	0	0.7125	67.20652174	96894.50391
2011	4	13	-16.05	0.938	75.165	0	0.6685	103.1521739	96886.3125
2011	4	14	-14.3	1.032	70.565	0	0.6055	123.1630435	96878.125
2011	4	15	-13.25	1.0055	68.93	0	0.5955	105.0108696	96869.9375
2011	4	16	-13.6	0.7885	71.5	0.1	0.481	75.64130435	96878.96875
2011	4	17	-16.15	0.4985	80.825	0	0.3095	16.5826087	96893.74219
2011	4	18	-19.9	0.4085	84.35	0	0.1245	3.694565217	96908.51563
2011	4	19	-23.65	0.3745	83.4	0	0.0875	0.269347826	96923.28906
2011	4	20	-25.85	0.384	82.65	0	0.0885	0.293913043	96938.05859
2011	4	21	-27.1	0.4055	82.2	0	0.1215	0.465652174	96952.83203
2011	4	22	-25.85	0.514	87.15	0	0.144	0.41673913	96932.40234
2011	4	23	-20.45	0.7005	91.5	0	0.3005	0.097934783	96900.23438
2011	5	0	-17.1	0.742	91.3	0	0.326	0.024456522	96868.07031
2011	5	1	-16.4	0.7165	90.7	0	0.252	0.073369565	96835.90234
2011	5	2	-16.35	0.681	90.1	0	0.3735	0	96803.73828
2011	5	3	-16.05	0.6905	90.05	0	0.416	0.024456522	96771.57422
2011	5	4	-15.85	0.679	89.9	0	0.4575	0.024456522	96752.82031
2011	5	5	-15.85	0.6725	89.95	0	0.448	0	96738.53516
2011	5	6	-15.75	0.669	90.25	0	0.406	0	96724.25
2011	5	7	-15.55	0.6665	90.7	0	0.306	0.024456522	96709.96875
2011	5	8	-17.45	0.5735	87.65	0	0.1055	0	96695.68359
2011	5	9	-19.4	0.533	87.4	0	0.104	0.440543478	96681.39844
2011	5	10	-20.05	0.555	88.45	0	0.084	4.015217391	96678.125
2011	5	11	-17.4	0.634	87.7	0	0.085	18.33586957	96678.51953
2011	5	12	-12.95	0.894	77.615	0	0.441	44.25	96678.91406
2011	5	13	-10.8	1.12	74.86	0	0.794	51.64130435	96679.30859
2011	5	14	-10.95	0.8215	78.045	0	0.8825	32.79347826	96679.70703
2011	5	15	-10.01	0.9595	74.52	0	0.7215	50.63043478	96680.09766
2011	5	16	-9.85	0.8515	75.29	0	0.6545	40.59782609	96710.56641
2011	5	17	-10.7	0.629	80.76	0	0.5735	11.17173913	96751.05859
2011	5	18	-14.1	0.5005	87.2	0	0.26	2.127717391	96791.55078
2011	5	19	-16.65	0.5145	92.15	0	0.1955	0.024456522	96832.04297
2011	5	20	-16.35	0.58	91.3	0	0.23	0	96872.53516
2011	5	21	-17.4	0.5265	90.6	0	0.3015	0.122282609	96913.02344
2011	5	22	-19.55	0.4825	87.75	0	0.224	0.024456522	96914.83984
2011	5	23	-20.55	0.4975	88.7	0	0.1825	0.195869565	96903.76172
2011	6	0	-20.75	0.5555	87.4	0	0.1515	0.073478261	96892.68359
2011	6	1	-20.95	0.5685	87.6	0	0.167	0.171413043	96881.60547
2011	6	2	-21.05	0.563	86.55	0	0.1455	0.146847826	96870.53125
2011	6	3	-21.7	0.545	86.85	0	0.132	0.097934783	96859.45703
2011	6	4	-21.2	0.584	86.95	0	0.1575	0.073478261	96843.14063
2011	6	5	-22.9	0.4995	83.5	0	0.17	0.293913043	96825.07813
2011	6	6	-26	0.393	81.25	0	0.1655	0.293913043	96807.01953
2011	6	7	-27.7	0.383	80.075	0	0.18	0.343043478	96788.96094
2011	6	8	-29.1	0.377	78.9	0	0.1615	0.514782609	96770.89844
2011	6	9	-29.25	0.432	80.395	0	0.1445	0.833695652	96752.83594
2011	6	10	-25.45	0.5995	85.4	0	0.14	4.364130435	96738.25
2011	6	11	-20.2	0.728	89.2	0	0.5065	14.43369565	96724.82031
2011	6	12	-18.3	0.7465	88.75	0	0.68	25.42391304	96711.39063
2011	6	13	-17.3	0.7505	86.9	0	0.768	38.59782609	96697.96094
2011	6	14	-16.2	0.7655	83.25	0	0.7155	43.29347826	96684.53125
2011	6	15	-15.45	0.7795	80.13	0	0.6555	35.47826087	96671.10156
2011	6	16	-15.35	0.702	81.2	0	0.568	17.78804348	96634.64844
2011	6	17	-15.1	0.675	82.35	0	0.497	11.00869565	96590.52344
2011	6	18	-15.4	0.6415	85.45	0	0.243	1.932826087	96546.39844
2011	6	19	-16.15	0.6055	88.8	0	0.1825	0.048913043	96502.27344
2011	6	20	-15.85	0.632	89.4	0	0.3355	0.048913043	96458.14844
2011	6	21	-15.55	0.6485	89.4	0	0.232	0.024456522	96414.02344
2011	6	22	-15.45	0.6555	89.75	0	0.4325	0.024456522	96368.4375
2011	6	23	-15.3	0.6495	89.7	0	0.3245	0	96322.37109
2011	7	0	-15.3	0.648	89.8	0	0.325	0	96276.30078
2011	7	1	-15.75	0.6235	89.85	0	0.2645	0	96230.23438
2011	7	2	-16.4	0.586	90.45	0	0.3805	0	96184.16406
2011	7	3	-16.2	0.623	88.6	0	0.5115	0.024456522	96138.09766
2011	7	4	-16.1	0.636	86.8	0	0.4935	0	96102.60156
2011	7	5	-16.2	0.638	85.4	0	0.563	0.024456522	96070.63281
2011	7	6	-16.15	0.6375	86.1	0	0.653	0	96038.66797
2011	7	7	-16.05	0.64	85.95	0	0.7045	0	96006.70313
2011	7	8	-16.05	0.6385	87.4	0	0.7545	0.024456522	95974.73438
2011	7	9	-15.6	0.653	87.85	0	1.031	0.342608696	95942.76563
2011	7	10	-15.5	0.6555	86.55	0	1.1655	2.862391304	95974.87891
2011	7	11	-15.35	0.664	82.9	0	1.4395	9.884782609	96028.35547
2011	7	12	-15.1	0.6865	79.835	0	1.478	16.85652174	96081.83203
2011	7	13	-14.65	0.7065	79.26	0	1.509	21.86956522	96135.3125
2011	7	14	-14.45	0.69	80.36	0	1.4155	18.5	96188.78906
2011	7	15	-14.3	0.6795	81.3	0	1.448	15.21413043	96242.26563
2011	7	16	-14.3	0.6695	81.85	0	1.37	11.81413043	96287.51172
2011	7	17	-14.5	0.652	83.7	0	1.1465	6.139130435	96330.01563
2011	7	18	-14.35	0.641	86.1	0	1.153	1.345326087	96372.51953
2011	7	19	-14.3	0.6485	89	0	1.113	0	96415.02344
2011	7	20	-14.55	0.643	88.35	0	1.0575	0	96457.52344
2011	7	21	-14.7	0.634	86.85	0	1.1215	0.024456522	96500.03125
2011	7	22	-14.45	0.6395	86.95	0	1.36	0	96547.89844
2011	7	23	-14.1	0.6505	87.4	0	1.081	0	96597.55469
2011	8	0	-13.9	0.6585	84.75	0	1.81	0	96647.20313
2011	8	1	-15.2	0.6025	80.355	0	1.514	0.024456522	96696.85938
2011	8	2	-16.9	0.5335	81.3	0	1.647	0	96746.51563
2011	8	3	-18.15	0.5145	83.35	0	0.894	0.048913043	96796.17188
2011	8	4	-21.55	0.4145	83.65	0	0.224	0.097934783	96856.84375
2011	8	5	-23.2	0.3825	86.55	0	0.3145	0.293804348	96921.19531
2011	8	6	-21.55	0.4875	87.1	0	0.6095	0.245	96985.54297
2011	8	7	-22.6	0.4685	85.55	0	0.5085	0.171521739	97049.89063
2011	8	8	-22.65	0.483	85.6	0	0.631	0.195978261	97114.24219
2011	8	9	-22.85	0.501	85.35	0	0.8345	0.6125	97178.59375
2011	8	10	-24.05	0.463	83.4	0	0.3245	3.773913043	97223.91016
2011	8	11	-21.2	0.5955	84.1	0	0.5795	20.57934783	97262.88281
2011	8	12	-18.5	0.843	76.135	0	0.944	35.58695652	97301.85938
2011	8	13	-16.35	1.0915	70.345	0	1.111	49.68478261	97340.83203
2011	8	14	-14.5	1.1315	67.88	0	1.0705	52.20652174	97379.80469
2011	8	15	-12.65	1.139	64.215	0	0.6695	45.07608696	97418.78125
2011	8	16	-12.5	0.8315	69.26	0	0.8555	29.4673913	97454.96875
2011	8	17	-13.55	0.555	75.745	0	0.7135	7.531521739	97490.22656
2011	8	18	-17	0.4385	81.6	0	0.214	2.201304348	97525.48438
2011	8	19	-22.2	0.3345	84.35	0	0.133	0.122282609	97560.74609
2011	8	20	-24.95	0.3345	83.6	0	0.1575	0.146956522	97596.00391
2011	8	21	-26.7	0.352	82	0	0.163	0.392065217	97631.26172
2011	8	22	-27.95	0.3645	81.05	0	0.141	0.269565217	97637.80859
2011	8	23	-29.1	0.3645	79.89	0	0.122	0.367717391	97634.78906
2011	9	0	-29.8	0.3745	79.235	0	0.1485	0.392282609	97631.76563
2011	9	1	-30.4	0.378	78.605	0	0.13	0.392282609	97628.74219
2011	9	2	-30.9	0.3825	78.055	0	0.1215	0.441413043	97625.71875
2011	9	3	-31.05	0.392	77.975	0	0.1325	0.245217391	97622.69922
2011	9	4	-31.45	0.383	77.265	0	0.1425	0.318913043	97645.6875
2011	9	5	-31.9	0.3815	76.745	0	0.1255	0.122608696	97677.34375
2011	9	6	-32.25	0.377	76.7	0	0.1085	0.196304348	97709
2011	9	7	-32.5	0.3825	76.245	0	0.128	0.269891304	97740.65625
2011	9	8	-32.7	0.3835	75.795	0	0.1335	0.294456522	97772.3125
2011	9	9	-32.95	0.385	75.495	0	0.114	0.711630435	97803.96875
2011	9	10	-32.45	0.398	76.29	0	0.123	4.097826087	97859.15625
2011	9	11	-26.85	0.5625	76.21	0	0.259	25.2423913	97922.1875
2011	9	12	-18.45	0.9165	68.905	0	0.3395	42.15217391	97985.21875
2011	9	13	-12.45	1.26	67.315	0	0.614	58.10869565	98048.25
2011	9	14	-10.33	1.2595	67.825	0	0.7335	61.34782609	98111.28125
2011	9	15	-9.035	1.1965	65.82	0	0.748	53.39130435	98174.31641
2011	9	16	-8.435	0.899	63.615	0	0.4145	36.07608696	98203.07813
2011	9	17	-11.25	0.534	76.355	0	0.224	8.261956522	98220.41406
2011	9	18	-16.45	0.378	85.35	0	0.12	2.17673913	98237.75391
2011	9	19	-20.75	0.345	86.55	0	0.135	0.048913043	98255.08984
2011	9	20	-23.25	0.349	85.15	0	0.137	0.146956522	98272.42969
2011	9	21	-25	0.363	84.15	0	0.147	0.318478261	98289.76563
2011	9	22	-26.05	0.381	83.15	0	0.1585	0.3675	98314.90625
2011	9	23	-26.6	0.4085	82.4	0	0.171	0.245	98342.64844
2011	10	0	-27.05	0.415	82.6	0	0.1875	0.46576087	98370.39063
2011	10	1	-27.1	0.4495	82.3	0	0.1445	0.343152174	98398.13281
2011	10	2	-25.75	0.515	83.95	0	0.129	0.245217391	98425.875
2011	10	3	-25.2	0.52	84.2	0	0.171	0.367608696	98453.61719
2011	10	4	-21.65	0.6245	88.95	0	0.1705	0.146956522	98465.74609
2011	10	5	-19.8	0.634	89.3	0	0.1695	0.097934783	98472.66797
2011	10	6	-19.15	0.6185	88.6	0	0.1315	0.073478261	98479.59375
2011	10	7	-19	0.598	88.4	0	0.1505	0.048913043	98486.51953
2011	10	8	-18.8	0.588	88.75	0	0.152	0.073369565	98493.44141
2011	10	9	-19.95	0.533	86.95	0	0.147	0.416195652	98500.36328
2011	10	10	-19.95	0.542	88	0	0.1395	3.673913043	98511.46875
2011	10	11	-16.1	0.6825	88.95	0	0.2855	15.37826087	98523.96875
2011	10	12	-12.55	0.813	82.25	0	0.436	36.76086957	98536.46875
2011	10	13	-10.22	0.8975	78.59	0	0.45	39.35869565	98548.96875
2011	10	14	-8.135	0.908	74.815	0	0.393	51.73913043	98561.46875
2011	10	15	-6.59	1.0265	68.035	0	0.525	48.0326087	98573.96875
2011	10	16	-7.095	0.772	70.69	0	0.535	19.59891304	98582.95313
2011	10	17	-7.46	0.6925	73.78	0	0.4145	9.456521739	98590.75781
2011	10	18	-8.35	0.646	79.33	0	0.3415	2.199021739	98598.56641
2011	10	19	-11.15	0.5515	88.05	0	0.1465	0	98606.375
2011	10	20	-14.2	0.4805	92.75	0	0.1615	0	98614.17969
2011	10	21	-13.9	0.551	95.4	0	0.3475	0	98621.98828
2011	10	22	-13	0.6105	92.8	0	0.254	0	98615.62891
2011	10	23	-14.35	0.576	92.55	0	0.1545	0	98604.55078
2011	11	0	-15.35	0.5565	92.2	0	0.145	0	98593.46484
2011	11	1	-15.05	0.5925	92.85	0	0.1475	0.024456522	98582.38672
2011	11	2	-13.9	0.648	94.4	0	0.1485	0	98571.30469
2011	11	3	-11.5	0.6985	95.4	0	0.3055	0	98560.22266
2011	11	4	-11.3	0.679	94.75	0	0.288	0	98554.92188
2011	11	5	-11.35	0.665	94.8	0	0.3355	0	98551.55078
2011	11	6	-11.1	0.6655	94.85	0	0.6025	0	98548.17969
2011	11	7	-11.05	0.665	94.8	0	0.464	0	98544.80469
2011	11	8	-10.95	0.6565	94.8	0	0.381	0	98541.42969
2011	11	9	-10.8	0.6575	95.05	0	0.3555	0.195652174	98538.0625
2011	11	10	-10.35	0.662	94.25	0	0.4495	3.815217391	98543.42969
2011	11	11	-9.08	0.7185	90.6	0	0.588	11.15	98551.71094
2011	11	12	-8.055	0.751	87.1	0	0.774	15.54673913	98559.99219
2011	11	13	-7.12	0.7905	85.6	0	0.8555	22.02173913	98568.27344
2011	11	14	-6.08	0.83	83.45	0	1.025	46.26086957	98576.5625
2011	11	15	-5.7	0.795	83.05	0	1.178	75.76086957	98584.84375
2011	11	16	-5.675	0.7605	83.55	0	1.1765	54.81521739	98597.71484
2011	11	17	-6.315	0.6955	86.45	0	0.9265	27.51086957	98612.11719
2011	11	18	-7.395	0.633	89.9	0	0.741	5.22826087	98626.52344
2011	11	19	-7.89	0.6455	91.15	0	0.975	0.024456522	98640.92578
2011	11	20	-9.215	0.568	91.65	0	0.6285	0	98655.32813
2011	11	21	-11.8	0.496	93.65	0	0.312	0	98669.73438
2011	11	22	-13.65	0.4945	93.6	0	0.231	0.024456522	98713.10547
2011	11	23	-12.95	0.5645	95.65	0	0.3255	0	98766.13281
2011	12	0	-12.35	0.6135	94.45	0	0.3295	0	98819.16406
2011	12	1	-12.2	0.6245	94.8	0	0.386	0	98872.19531
2011	12	2	-11.6	0.648	94.85	0	0.514	0	98925.22266
2011	12	3	-10.95	0.6675	94.65	0	0.5715	0	98978.25
2011	12	4	-11.95	0.6105	93.65	0	0.246	0	99004.25781
2011	12	5	-13.2	0.5605	93.55	0	0.204	0	99021.25781
2011	12	6	-12.55	0.616	95.2	0	0.3035	0	99038.25781
2011	12	7	-12.25	0.621	94.2	0	0.3075	0	99055.25781
2011	12	8	-12	0.6315	94.7	0	0.356	0	99072.25781
2011	12	9	-11.55	0.6445	94.7	0	0.3205	0.440217391	99089.25781
2011	12	10	-13.1	0.556	91.55	0	0.2245	6.57826087	99116.72266
2011	12	11	-11.35	0.642	93.45	0	0.5415	23.97826087	99147.68359
2011	12	12	-8.71	0.8135	86.85	0	0.692	50.32608696	99178.63672
2011	12	13	-7.485	0.8425	77.885	0	0.9365	62.18478261	99209.59766
2011	12	14	-6.895	0.8745	71.145	0	1.0365	64.73913043	99240.55078
2011	12	15	-7.185	0.7315	67.975	0	1.0585	48.11956522	99271.51172
2011	12	16	-7.29	0.7025	68.775	0	0.8985	39.34782609	99256.5625
2011	12	17	-7.62	0.6785	71.135	0	0.825	21.67282609	99226.32031
2011	12	18	-8.265	0.639	74.08	0	0.535	5.279347826	99196.07031
2011	12	19	-9.44	0.6065	84.6	0	0.1905	0.024456522	99165.82422
2011	12	20	-10.35	0.599	89.3	0	0.147	0	99135.57813
2011	12	21	-10.6	0.6095	90.55	0	0.202	0.024456522	99105.32813
2011	12	22	-10.95	0.6135	92.2	0	0.202	0	99061.35156
2011	12	23	-11.25	0.6185	93.3	0	0.123	0	99012.78906
2011	13	0	-11.05	0.6265	93.45	0	0.251	0.024456522	98964.23047
2011	13	1	-11.05	0.638	91.9	0	0.243	0	98915.67188
2011	13	2	-11.2	0.63	92.05	0	0.1835	0	98867.10938
2011	13	3	-11.15	0.6295	88.85	0	0.246	0	98818.55469
2011	13	4	-11.75	0.612	91.35	0	0.1965	0	98744.37891
2011	13	5	-11.55	0.605	87.5	0	0.348	0	98661.66797
2011	13	6	-11.6	0.615	88.7	0	0.355	0	98578.96094
2011	13	7	-11	0.6475	87	0	0.6445	0	98496.25
2011	13	8	-10.85	0.659	88.2	0	0.616	0	98413.53906
2011	13	9	-11	0.652	92.4	0	0.735	0.293369565	98330.83203
2011	13	10	-10.85	0.652	92.05	0	0.8005	3.569456522	98298.20313
2011	13	11	-10.235	0.676	90.6	0	0.761	14.69456522	98282.26563
2011	13	12	-9.35	0.706	87	0	1.078	27.06521739	98266.33203
2011	13	13	-8.2	0.7505	82.75	0	1.09	43.70652174	98250.39844
2011	13	14	-7.84	0.734	80.79	0	1.0535	41.59782609	98234.46094
2011	13	15	-7.685	0.7245	82.95	0	0.8425	40.64130435	98218.52734
2011	13	16	-7.58	0.7225	82.1	0	1.0725	34.04347826	98186.39844
2011	13	17	-8.11	0.657	84.85	0	0.9675	12.09565217	98148.875
2011	13	18	-8.71	0.6295	88.5	0	0.757	2.810978261	98111.35156
2011	13	19	-9.005	0.6285	91.15	0	0.5715	0	98073.82813
2011	13	20	-9.38	0.6305	94.55	0	0.2345	0	98036.30078
2011	13	21	-9.825	0.62	95.15	0	0.1455	0	97998.77734
2011	13	22	-10.15	0.6195	95.25	0	0.156	0	97981.31641
2011	13	23	-10.55	0.614	94.2	0	0.2345	0	97970.54297
2011	14	0	-11.3	0.596	93.75	0	0.112	0	97959.76953
2011	14	1	-12.25	0.5725	93.9	0	0.064	0	97949
2011	14	2	-12.45	0.594	94.75	0	0.119	0	97938.22656
2011	14	3	-12.65	0.5925	93.95	0	0.095	0	97927.45313
2011	14	4	-13.25	0.5815	93.65	0	0.0685	0	97924.52734
2011	14	5	-12.95	0.611	94.8	0	0.0895	0	97924.21875
2011	14	6	-12.55	0.6165	94	0	0.1995	0	97923.91406
2011	14	7	-15.05	0.496	88.55	0	0.097	0	97923.60156
2011	14	8	-18.85	0.3935	89.6	0	0.0995	0.024456522	97923.29688
2011	14	9	-17.45	0.539	92.75	0	0.125	0.391521739	97922.98438
2011	14	10	-15.3	0.614	92.4	0	0.1125	4.479347826	97930.71094
2011	14	11	-12	0.699	89.45	0	0.2335	12.52608696	97941.10938
2011	14	12	-10.55	0.7225	85.4	0	0.338	20.18478261	97951.50781
2011	14	13	-9.86	0.726	84.05	0	0.415	24.05434783	97961.90625
2011	14	14	-8.99	0.7235	83	0	0.495	23.39130435	97972.30859
2011	14	15	-8.57	0.699	83.05	0	0.495	19.37934783	97982.70703
2011	14	16	-9.08	0.665	86.9	0	0.3205	8.994565217	97973.62109
2011	14	17	-9.695	0.6275	91.3	0	0.2295	2.688695652	97958.05078
2011	14	18	-9.985	0.618	92.9	0	0.165	1.319891304	97942.47266
2011	14	19	-10.5	0.6075	94.2	0	0.1525	0	97926.89453
2011	14	20	-10.55	0.613	95.05	0	0.1775	0	97911.31641
2011	14	21	-10.6	0.616	94.5	0	0.219	0	97895.73828
2011	14	22	-10.8	0.614	93.5	0	0.4265	0	97900.12891
2011	14	23	-11.05	0.6085	93.3	0	0.461	0	97911.17578
2011	15	0	-11.8	0.5635	92.05	0	0.5545	0	97922.22266
2011	15	1	-13.15	0.4935	92.9	0	0.5785	0	97933.26953
2011	15	2	-13.6	0.5095	92.65	0	0.736	0	97944.31641
2011	15	3	-12.8	0.5955	92.5	0	1.079	0	97955.36328
2011	15	4	-13.55	0.5765	90.85	0	1.135	0	97965.52344
2011	15	5	-14.8	0.528	90.45	0	0.966	0	97975.38672
2011	15	6	-16.25	0.4685	89.4	0	0.9785	0	97985.25391
2011	15	7	-17.4	0.4415	88.8	0	0.7135	0.024456522	97995.12109
2011	15	8	-18.5	0.437	88.25	0	0.696	0.048913043	98004.98828
2011	15	9	-19.55	0.4045	88.4	0	0.6435	0.538586957	98014.85156
2011	15	10	-19.85	0.438	87.7	0	0.647	4.75	98056.87109
2011	15	11	-18.75	0.585	84.6	0	0.974	38.13043478	98109.60938
2011	15	12	-17.5	0.7495	79.405	0	1.2405	53.60869565	98162.34766
2011	15	13	-16.4	0.996	74.235	0	0.9695	64.23913043	98215.08203
2011	15	14	-15.8	1.0115	70.69	0	1.1355	61.15217391	98267.82031
2011	15	15	-15.35	0.9935	68.565	0	1.1575	55.58695652	98320.55859
2011	15	16	-15.1	0.8	66.165	0	0.9795	44.18478261	98344.25
2011	15	17	-16.35	0.449	69.66	0	0.814	11.51956522	98358.25781
2011	15	18	-18.1	0.381	74.405	0	0.4885	2.617826087	98372.26563
2011	15	19	-23.6	0.252	81	0	0.201	0.244782609	98386.27344
2011	15	20	-27.4	0.2165	81	0	0.1795	0.318369565	98400.28125
2011	15	21	-29.45	0.2385	79.71	0	0.191	0.318586957	98414.29297
2011	15	22	-29	0.3065	80.55	0	0.259	0.441195652	98400.61719
2011	15	23	-27.75	0.3635	81.05	0	0.2145	0.41673913	98377.71094
2011	16	0	-26.95	0.423	81.6	0	0.1815	0.367717391	98354.80469
2011	16	1	-25.7	0.46	82.9	0	0.142	0.245108696	98331.89844
2011	16	2	-25.15	0.467	82.75	0	0.1265	0.563804348	98308.98438
2011	16	3	-25.1	0.47	82.95	0	0.138	0.367608696	98286.07813
2011	16	4	-25.35	0.4545	82.4	0	0.11	0.367608696	98243.17578
2011	16	5	-24.95	0.469	83.35	0	0.1015	0.343152174	98193.59766
2011	16	6	-24.05	0.4905	83.9	0	0.0995	0.245108696	98144.01953
2011	16	7	-24.2	0.4705	83.3	0	0.0915	0.318478261	98094.44141
2011	16	8	-26.45	0.3575	80.3	0	0.0985	0.269456522	98044.86328
