"Model","Treatment","Year","Pool3","MajorPool","Pool","NPP","NEC","Xp","X","Xc","Te","Tebase","B","K","Kbase","Scaler","Scalerrev"
"DALEC","amb",2011,"Plant","Foliage","Labile",146.627279461,12.3078861142714,-66.9628631479696,88.0696316516679,21.1067685036983,0.0604070220462351,0.00495641815039046,0.28313,0.0190326896225429,0.2319635,0.0820503640553056,12.1876363562014
"DALEC","amb",2011,"Plant","Foliage","Foliage",26.707056129,-9.95622559929552,18.0718393829423,136.89555138565,154.967390768593,0.443512638562632,0.0658105164179319,0.05157,0.00306444206295419,0.020652,0.148384759972603,6.73923656435227
"DALEC","amb",2011,"Plant","Root","Root",119.806289798,4.38539829450413e-13,1.13686837721616e-12,319.51399778008,319.513997780081,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","amb",2011,"Plant","Wood","Wood",56.029404743,2.43132588714778e-10,1.12896714199451e-09,260.178336395435,260.178336396564,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","amb",2011,"Litter","Litter","Litter",0,-2.33629140457289,-18.7664657062667,91.8761534191269,73.1096877128602,0.209238023181535,0.0525473520741658,0,0.0109852062864405,0.04374193478621,0.251136725893151,3.98189470872318
"DALEC","amb",2011,"Soil","Soil","Soil",0,0.135784200867751,5.11388631369664,12916.8138758577,12921.9277621714,36.9822208962292,9.28759387213625,0,5.57155032294783e-05,0.000221853267503309,0.251136725893151,3.98189470872318
"DALEC","amb",2012,"Plant","Foliage","Labile",149.75764968,6.3691368275206,-66.1802498266686,87.7375682951405,21.5573184684719,0.0605723466605354,0.00495641815039046,0.28313,0.0189807422861027,0.2319635,0.0818264178894642,12.2209920193605
"DALEC","amb",2012,"Plant","Foliage","Foliage",27.27722952,-7.27623310324468,17.3192949720371,140.95597508582,158.275270057857,0.444726209326811,0.0658105164179319,0.05157,0.0030560798004697,0.020652,0.147979847010929,6.75767694182131
"DALEC","amb",2012,"Plant","Root","Root",122.36405424,0.931211853947589,2.47668369473433,322.967045004681,325.443728699415,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","amb",2012,"Plant","Wood","Wood",57.22558584,0.671026131625578,3.10746564613123,261.899415154091,265.006880800222,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","amb",2012,"Litter","Litter","Litter",0,7.64847718824804,-18.1859880054847,89.2996897093509,71.1137017038662,0.199817235999011,0.0525473520741658,0,0.0115031260247617,0.04374193478621,0.262977074081967,3.80261284559091
"DALEC","amb",2012,"Soil","Soil","Soil",0,-13.267587932472,-338.808765191945,12907.9517210073,12569.1429558154,35.3171237628167,9.28759387213625,0,5.83423231635442e-05,0.000221853267503309,0.262977074081967,3.80261284559091
"DALEC","amb",2013,"Plant","Foliage","Labile",128.153896351,6.0853769846283,-63.074076659289,81.5216304667991,18.4475538075101,0.0604070221440085,0.00495641815039046,0.28313,0.019032689591737,0.2319635,0.0820503639225007,12.187636375928
"DALEC","amb",2013,"Plant","Foliage","Foliage",23.342268339,-16.5328031402438,3.03517028757307,132.408070193792,135.443240481365,0.443512614864052,0.0658105164179319,0.05157,0.00306444222669909,0.020652,0.14838476790137,6.73923620424902
"DALEC","amb",2013,"Plant","Root","Root",104.712048818,-13.0117940357885,-34.7014362741347,313.960274770782,279.258838496647,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","amb",2013,"Plant","Wood","Wood",48.970331813,-6.52470923620293,-30.298162229872,257.696963311832,227.39880108196,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","amb",2013,"Litter","Litter","Litter",0,-7.81174314173133,-28.8713835550363,95.7575037641097,66.8861202090734,0.21902043960709,0.0525473520741658,0,0.0104945586436571,0.04374193478621,0.239919854824658,4.16805854076078
"DALEC","amb",2013,"Soil","Soil","Soil",0,7.44596578323244,-1088.42320239923,12910.3532457623,11821.9300433631,38.711234961875,9.28759387213625,0,5.32270037317698e-05,0.000221853267503309,0.239919854824658,4.16805854076078
"DALEC","amb",2014,"Plant","Foliage","Labile",141.154263309,14.8899748808574,-61.3232057783829,81.6421420585164,20.3189362801335,0.0604070218297789,0.00495641815039046,0.28313,0.0190326896907426,0.2319635,0.0820503643493163,12.1876363125295
"DALEC","amb",2014,"Plant","Foliage","Foliage",25.710187401,-8.74107578179727,20.8010389839592,128.382028783136,149.183067767095,0.44351262817096,0.0658105164179319,0.05157,0.00306444213475525,0.020652,0.148384763449315,6.73923640644936
"DALEC","amb",2014,"Plant","Root","Root",115.334395062,-0.255575695559746,-0.68160037641934,308.269404906045,307.587804529625,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","amb",2014,"Plant","Wood","Wood",53.938048767,-0.836337181810774,-3.88361821133395,254.350526811288,250.466908599954,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","amb",2014,"Litter","Litter","Litter",0,-12.6791252024801,-22.807065208972,91.8624622655492,69.0553970565772,0.205297699640864,0.0525473520741658,0,0.0111960477474277,0.04374193478621,0.255956847865753,3.90690856032299
"DALEC","amb",2014,"Soil","Soil","Soil",0,-8.93255568508825,-703.433569247105,12908.7770780006,12205.3435087535,36.2857800038524,9.28759387213625,0,5.67848630388647e-05,0.000221853267503309,0.255956847865753,3.90690856032299
"DALEC","amb",2015,"Plant","Foliage","Labile",177.525312987,36.3818252364551,-66.6368950100182,92.1913873129629,25.5544923029447,0.060407022040184,0.00495641815039046,0.28313,0.0190326896244494,0.2319635,0.0820503640635248,12.1876363549805
"DALEC","amb",2015,"Plant","Foliage","Foliage",32.334900543,-1.23961793747932,51.1509722917615,136.471921975483,187.622894267245,0.443512638595388,0.0658105164179319,0.05157,0.00306444206272787,0.020652,0.148384759961644,6.73923656485
"DALEC","amb",2015,"Plant","Root","Root",145.052470266,25.1346864289016,67.0322414406424,319.811343655836,386.843585096479,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","amb",2015,"Plant","Wood","Wood",67.836201081,11.9924331680663,55.6881038684297,259.31631257457,315.004416443,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","amb",2015,"Litter","Litter","Litter",0,-20.8240783234484,-7.98776186600064,79.7607892794764,71.7730274134757,0.169660770304443,0.0525473520741658,0,0.0135477567589235,0.04374193478621,0.309720107835616,3.22872159314483
"DALEC","amb",2015,"Soil","Soil","Soil",0,-44.6153386198256,-197.808679353482,12883.4855646363,12685.6768852828,29.9870548833259,9.28759387213625,0,6.87124179348087e-05,0.000221853267503309,0.309720107835616,3.22872159314483
"DALEC","amb",2016,"Plant","Foliage","Labile",203.226155607,29.5419828250866,-78.4927251853481,107.746729684648,29.2540044993001,0.0605723466605354,0.00495641815039046,0.28313,0.0189807422861027,0.2319635,0.0818264178894642,12.2209920193605
"DALEC","amb",2016,"Plant","Foliage","Foliage",37.016115723,4.047422034924,55.6694854824209,159.115366763014,214.784852245435,0.444726209293966,0.0658105164179319,0.05157,0.00305607980069541,0.020652,0.147979847021858,6.75767694132223
"DALEC","amb",2016,"Plant","Root","Root",166.052127426,34.4178031662363,91.53879597756,350.099263856537,441.638059834097,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","amb",2016,"Plant","Wood","Wood",77.657040141,18.347789020665,84.9670696520563,274.656159675535,359.623229327591,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","amb",2016,"Litter","Litter","Litter",0,11.3853020017586,-0.713137475075911,75.3855921001538,74.6724546250779,0.154614244612273,0.0525473520741658,0,0.0148661777792867,0.04374193478621,0.339861001849727,2.94237936849889
"DALEC","amb",2016,"Soil","Soil","Soil",0,-63.6581466213513,378.013460770031,12820.1288740596,13198.1423348296,27.3276245923704,9.28759387213625,0,7.539927375731e-05,0.000221853267503309,0.339861001849727,2.94237936849889
"DALEC","amb",2017,"Plant","Foliage","Labile",200.619009628,6.76047321414557,-82.6806981485866,111.559492163444,28.8787940148574,0.0604070221440085,0.00495641815039046,0.28313,0.019032689591737,0.2319635,0.0820503639225007,12.187636375928
"DALEC","amb",2017,"Plant","Foliage","Foliage",36.541243692,-1.77345142941607,30.5500913260499,181.480050104553,212.030141430603,0.443512614896807,0.0658105164179319,0.05157,0.00306444222647277,0.020652,0.148384767890411,6.73923620474675
"DALEC","amb",2017,"Plant","Root","Root",163.921879304,21.1745155882031,56.4707757668692,380.696046345331,437.1668221122,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","amb",2017,"Plant","Wood","Wood",76.660794164,13.7520571375688,63.8590997797484,292.123227427124,355.982327206873,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","amb",2017,"Litter","Litter","Litter",0,26.2607030832606,-8.91468856865764,88.8597345511802,79.9450459825226,0.167224509461354,0.0525473520741658,0,0.0137451313507807,0.04374193478621,0.31423235890137,3.18235844168384
"DALEC","amb",2017,"Soil","Soil","Soil",0,-16.1253757448488,1353.00811871199,12777.0496266709,14130.0577453829,29.5564527619239,9.28759387213625,0,6.97134755775414e-05,0.000221853267503309,0.31423235890137,3.18235844168384
"DALEC","amb",2018,"Plant","Foliage","Labile",202.724392621,14.7524115643091,-79.9890432356705,109.170903702863,29.1818604671922,0.0604070218317979,0.00495641815039046,0.28313,0.0190326896901065,0.2319635,0.0820503643465738,12.1876363129368
"DALEC","amb",2018,"Plant","Foliage","Foliage",36.924723369,-10.9174452677717,26.8114414927248,187.443842742833,214.255284235558,0.443512628228282,0.0658105164179319,0.05157,0.00306444213435919,0.020652,0.148384763430137,6.73923640732037
"DALEC","amb",2018,"Plant","Root","Root",165.642146678,15.6103697332835,41.6316342715909,400.123006283565,441.754640555156,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","amb",2018,"Plant","Wood","Wood",77.465305823,11.7078011675856,54.3663857329257,305.351774578196,359.718160311121,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","amb",2018,"Litter","Litter","Litter",0,7.52167533285509,-26.6503579496973,104.53010077288,77.8797428231824,0.161212590618196,0.0525473520741658,0,0.0142577129912875,0.04374193478621,0.325950670928767,3.06794889285115
"DALEC","amb",2018,"Soil","Soil","Soil",0,-4.40580002122404,994.12077365209,12770.9005577224,13765.0213313745,28.4938633372715,9.28759387213625,0,7.23132213904428e-05,0.000221853267503309,0.325950670928767,3.06794889285115
"DALEC","eco2",2011,"Plant","Foliage","Labile",146.627279461,12.3078861142714,-66.9628631479696,88.0696316516679,21.1067685036983,0.0604070220462351,0.00495641815039046,0.28313,0.0190326896225429,0.2319635,0.0820503640553056,12.1876363562014
"DALEC","eco2",2011,"Plant","Foliage","Foliage",26.707056129,-9.95622559929552,18.0718393829423,136.89555138565,154.967390768593,0.443512638562632,0.0658105164179319,0.05157,0.00306444206295419,0.020652,0.148384759972603,6.73923656435227
"DALEC","eco2",2011,"Plant","Root","Root",119.806289798,4.38539829450413e-13,1.13686837721616e-12,319.51399778008,319.513997780081,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","eco2",2011,"Plant","Wood","Wood",56.029404743,2.43132588714778e-10,1.12896714199451e-09,260.178336395435,260.178336396564,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","eco2",2011,"Litter","Litter","Litter",0,-2.33629140457289,-18.7664657062667,91.8761534191269,73.1096877128602,0.209238023181535,0.0525473520741658,0,0.0109852062864405,0.04374193478621,0.251136725893151,3.98189470872318
"DALEC","eco2",2011,"Soil","Soil","Soil",0,0.135784200867751,5.11388631369664,12916.8138758577,12921.9277621714,36.9822208962292,9.28759387213625,0,5.57155032294783e-05,0.000221853267503309,0.251136725893151,3.98189470872318
"DALEC","eco2",2012,"Plant","Foliage","Labile",149.75764968,6.3691368275206,-66.1802498266686,87.7375682951405,21.5573184684719,0.0605723466605354,0.00495641815039046,0.28313,0.0189807422861027,0.2319635,0.0818264178894642,12.2209920193605
"DALEC","eco2",2012,"Plant","Foliage","Foliage",27.27722952,-7.27623310324468,17.3192949720371,140.95597508582,158.275270057857,0.444726209326811,0.0658105164179319,0.05157,0.0030560798004697,0.020652,0.147979847010929,6.75767694182131
"DALEC","eco2",2012,"Plant","Root","Root",122.36405424,0.931211853947589,2.47668369473433,322.967045004681,325.443728699415,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","eco2",2012,"Plant","Wood","Wood",57.22558584,0.671026131625578,3.10746564613123,261.899415154091,265.006880800222,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","eco2",2012,"Litter","Litter","Litter",0,7.64847718824804,-18.1859880054847,89.2996897093509,71.1137017038662,0.199817235999011,0.0525473520741658,0,0.0115031260247617,0.04374193478621,0.262977074081967,3.80261284559091
"DALEC","eco2",2012,"Soil","Soil","Soil",0,-13.267587932472,-338.808765191945,12907.9517210073,12569.1429558154,35.3171237628167,9.28759387213625,0,5.83423231635442e-05,0.000221853267503309,0.262977074081967,3.80261284559091
"DALEC","eco2",2013,"Plant","Foliage","Labile",128.153896351,6.0853769846283,-63.074076659289,81.5216304667991,18.4475538075101,0.0604070221440085,0.00495641815039046,0.28313,0.019032689591737,0.2319635,0.0820503639225007,12.187636375928
"DALEC","eco2",2013,"Plant","Foliage","Foliage",23.342268339,-16.5328031402438,3.03517028757307,132.408070193792,135.443240481365,0.443512614864052,0.0658105164179319,0.05157,0.00306444222669909,0.020652,0.14838476790137,6.73923620424902
"DALEC","eco2",2013,"Plant","Root","Root",104.712048818,-13.0117940357885,-34.7014362741347,313.960274770782,279.258838496647,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","eco2",2013,"Plant","Wood","Wood",48.970331813,-6.52470923620293,-30.298162229872,257.696963311832,227.39880108196,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","eco2",2013,"Litter","Litter","Litter",0,-7.81174314173133,-28.8713835550363,95.7575037641097,66.8861202090734,0.21902043960709,0.0525473520741658,0,0.0104945586436571,0.04374193478621,0.239919854824658,4.16805854076078
"DALEC","eco2",2013,"Soil","Soil","Soil",0,7.44596578323244,-1088.42320239923,12910.3532457623,11821.9300433631,38.711234961875,9.28759387213625,0,5.32270037317698e-05,0.000221853267503309,0.239919854824658,4.16805854076078
"DALEC","eco2",2014,"Plant","Foliage","Labile",141.154263309,14.8899748808574,-61.3232057783829,81.6421420585164,20.3189362801335,0.0604070218297789,0.00495641815039046,0.28313,0.0190326896907426,0.2319635,0.0820503643493163,12.1876363125295
"DALEC","eco2",2014,"Plant","Foliage","Foliage",25.710187401,-8.74107578179727,20.8010389839592,128.382028783136,149.183067767095,0.44351262817096,0.0658105164179319,0.05157,0.00306444213475525,0.020652,0.148384763449315,6.73923640644936
"DALEC","eco2",2014,"Plant","Root","Root",115.334395062,-0.255575695559746,-0.68160037641934,308.269404906045,307.587804529625,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","eco2",2014,"Plant","Wood","Wood",53.938048767,-0.836337181810774,-3.88361821133395,254.350526811288,250.466908599954,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","eco2",2014,"Litter","Litter","Litter",0,-12.6791252024801,-22.807065208972,91.8624622655492,69.0553970565772,0.205297699640864,0.0525473520741658,0,0.0111960477474277,0.04374193478621,0.255956847865753,3.90690856032299
"DALEC","eco2",2014,"Soil","Soil","Soil",0,-8.93255568508825,-703.433569247105,12908.7770780006,12205.3435087535,36.2857800038524,9.28759387213625,0,5.67848630388647e-05,0.000221853267503309,0.255956847865753,3.90690856032299
"DALEC","eco2",2015,"Plant","Foliage","Labile",177.525312987,36.3818252364551,-66.6368950100182,92.1913873129629,25.5544923029447,0.060407022040184,0.00495641815039046,0.28313,0.0190326896244494,0.2319635,0.0820503640635248,12.1876363549805
"DALEC","eco2",2015,"Plant","Foliage","Foliage",32.334900543,-1.23961793747932,51.1509722917615,136.471921975483,187.622894267245,0.443512638595388,0.0658105164179319,0.05157,0.00306444206272787,0.020652,0.148384759961644,6.73923656485
"DALEC","eco2",2015,"Plant","Root","Root",145.052470266,25.1346864289016,67.0322414406424,319.811343655836,386.843585096479,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","eco2",2015,"Plant","Wood","Wood",67.836201081,11.9924331680663,55.6881038684297,259.31631257457,315.004416443,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","eco2",2015,"Litter","Litter","Litter",0,-20.8240783234484,-7.98776186600064,79.7607892794764,71.7730274134757,0.169660770304443,0.0525473520741658,0,0.0135477567589235,0.04374193478621,0.309720107835616,3.22872159314483
"DALEC","eco2",2015,"Soil","Soil","Soil",0,-44.6153386198256,-197.808679353482,12883.4855646363,12685.6768852828,29.9870548833259,9.28759387213625,0,6.87124179348087e-05,0.000221853267503309,0.309720107835616,3.22872159314483
"DALEC","eco2",2016,"Plant","Foliage","Labile",275.25247401,97.8225541827484,-94.6219992621253,134.244050316929,39.6220510548037,0.0605723466605354,0.00495641815039046,0.28313,0.0189807422861027,0.2319635,0.0818264178894642,12.2209920193605
"DALEC","eco2",2016,"Plant","Foliage","Foliage",50.13516789,11.2445478267909,127.818469175754,163.089272418074,290.907741593829,0.444726209293966,0.0658105164179319,0.05157,0.00305607980069541,0.020652,0.147979847021858,6.75767694132223
"DALEC","eco2",2016,"Plant","Root","Root",224.90342718,85.2692205395921,226.785008457379,371.376031509292,598.161039966671,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","eco2",2016,"Plant","Wood","Wood",105.17982963,43.6512289572424,202.145174387526,284.933781016753,487.078955404279,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","eco2",2016,"Litter","Litter","Litter",0,21.2963217289836,24.1772672292161,78.2810070063104,102.458274235527,0.156633438704383,0.0525473520741658,0,0.0146745348032244,0.04374193478621,0.335479783300546,2.98080555007432
"DALEC","eco2",2016,"Soil","Soil","Soil",0,-51.4867354145829,5285.96258737539,12823.2437261311,18109.2063135065,27.6845113609,9.28759387213625,0,7.44272861065283e-05,0.000221853267503309,0.335479783300546,2.98080555007432
"DALEC","eco2",2017,"Plant","Foliage","Labile",314.185878501,19.7344280876172,-123.191137273587,168.417705206665,45.2265679330771,0.0604070221440085,0.00495641815039046,0.28313,0.019032689591737,0.2319635,0.0820503639225007,12.187636375928
"DALEC","eco2",2017,"Plant","Foliage","Foliage",57.226594689,30.1592637723165,94.7038225344388,237.352827419074,332.056649953512,0.443512614896807,0.0658105164179319,0.05157,0.00306444222647277,0.020652,0.148384767890411,6.73923620474675
"DALEC","eco2",2017,"Plant","Root","Root",256.715152518,82.99766215208,221.348268820643,463.290950122256,684.6392189429,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","eco2",2017,"Plant","Wood","Wood",120.057112263,48.0361683531206,223.060916429629,334.436702623076,557.497619052705,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","eco2",2017,"Litter","Litter","Litter",0,63.4775911862675,15.8187643844549,111.236118869114,127.054883253569,0.16970129499014,0.0525473520741658,0,0.0135445215532959,0.04374193478621,0.309646146643836,3.22949279633772
"DALEC","eco2",2017,"Soil","Soil","Soil",0,55.4834590548831,9642.72526431184,12813.8611963212,22456.5864606331,29.9942175053744,9.28759387213625,0,6.86960094027437e-05,0.000221853267503309,0.309646146643836,3.22949279633772
"DALEC","eco2",2018,"Plant","Foliage","Labile",315.760590935,20.3853145192766,-122.46392474459,167.917169845342,45.4532451007517,0.0604070218317979,0.00495641815039046,0.28313,0.0190326896901065,0.2319635,0.0820503643465738,12.1876363129368
"DALEC","eco2",2018,"Plant","Foliage","Foliage",57.513416715,-3.11585063789347,56.481189209917,277.239752244062,333.720941453979,0.443512628228282,0.0658105164179319,0.05157,0.00306444213435919,0.020652,0.148384763430137,6.73923640732037
"DALEC","eco2",2018,"Plant","Root","Root",258.00181933,57.3763196619629,153.018153754793,535.052504869665,688.070658624457,0.914440744664451,0.914440744664451,0.23134,0.001027299,0.001027299,1,1
"DALEC","eco2",2018,"Plant","Wood","Wood",120.658843405,39.0641560654063,181.398449340173,378.893370511232,560.291819851405,0.744623626298178,0.744623626298178,0.10819,0.00059,0.00059,1,1
"DALEC","eco2",2018,"Litter","Litter","Litter",0,30.1535616264246,-24.9915163313972,149.870211447269,124.878695115872,0.165962849197452,0.0525473520741658,0,0.0138496227241889,0.04374193478621,0.316621173523288,3.15834847326295
"DALEC","eco2",2018,"Soil","Soil","Soil",0,122.037195375097,9163.87590072519,12908.0755441664,22071.9514448916,29.3334579268555,9.28759387213625,0,7.02434419056579e-05,0.000221853267503309,0.316621173517808,3.15834847331761
"TECO","amb",2011,"Plant","Foliage","Foliage",87.392199375,-0.0193054925470985,2.98401169327695,189.142267733614,192.126279426891,0.82384974372127,0.374705855903116,0.16875,0.00124621516605326,0.00274,0.45482305330411,2.19865724205358
"TECO","amb",2011,"Plant","Root","Root",87.392199375,-0.0193054925470985,2.98401169327695,189.142267733614,192.126279426891,0.82384974372127,0.374705855903116,0.16875,0.00124621516605326,0.00274,0.45482305330411,2.19865724205358
"TECO","amb",2011,"Plant","Wood","Wood",58.26146625,-0.00691117506893481,1.30135596564378,5129.55639870961,5130.85775467526,22.0014453976246,10.0067645728512,0.1125,3.11098968460011e-05,6.84e-05,0.45482305330411,2.19865724205358
"TECO","amb",2011,"Litter","Fine_Litter","Fine_litter",0,0.0253248639191344,-0.223186405339845,115.579480154495,115.356293749155,0.494655147257147,0.22498056440809,0,0.00415253447666652,0.00913,0.45482305330411,2.19865724205358
"TECO","amb",2011,"Litter","CWD","CWD",0,-0.000756501126295255,-0.100789649441253,742.896806067594,742.796016418152,3.18515670833119,1.44868269933526,0,0.00021467648115954,0.000472,0.45482305330411,2.19865724205358
"TECO","amb",2011,"Soil","Fast_Soil","Fast_SOC",0,0.00627383790940915,-0.0585552879242925,102.941151923263,102.882596635339,0.441167138218881,0.200652984822148,0,0.00311098968460011,0.00684,0.45482305330411,2.19865724205358
"TECO","amb",2011,"Soil","Slow_Soil","Slow_SOC",0,-0.00215737151284069,-0.602181166134869,5561.0974983714,5560.49531720526,23.8437586763661,10.8446911234312,0,2.49243033210652e-05,5.48e-05,0.45482305330411,2.19865724205358
"TECO","amb",2011,"Soil","Passive_Soil","Passive_SOC",0,0.000174427683637295,-0.0288772129060817,8727.27131913139,8727.24244191848,37.4229723836602,17.0208305632517,0,6.2310758302663e-07,1.37e-06,0.45482305330411,2.19865724205358
"TECO","amb",2012,"Plant","Foliage","Foliage",89.25795,1.94112351785519,7.755502304251,191.861474062518,199.616976366769,0.840374166203143,0.374705855903116,0.16875,0.00122171062184503,0.00274,0.445879788994536,2.2427569597963
"TECO","amb",2012,"Plant","Root","Root",89.25795,1.94112351785519,7.755502304251,191.861474062518,199.616976366769,0.840374166203143,0.374705855903116,0.16875,0.00122171062184503,0.00274,0.445879788994536,2.2427569597963
"TECO","amb",2012,"Plant","Wood","Wood",59.5053,2.19847399250542,199.182121711519,5131.71958632889,5330.90170804041,22.4427408908052,10.0067645728512,0.1125,3.04981775672262e-05,6.84e-05,0.445879788994536,2.2427569597963
"TECO","amb",2012,"Litter","Fine_Litter","Fine_litter",0,1.50055460422675,3.53840265716902,116.315448839734,119.853851496903,0.504576726645143,0.22498056440809,0,0.00407088247352011,0.00913,0.445879788994536,2.2427569597963
"TECO","amb",2012,"Litter","CWD","CWD",0,0.0260984490348618,28.8506060094072,742.905841348927,771.756447358335,3.24904320647064,1.44868269933526,0,0.000210455260405421,0.000472,0.445879788994536,2.2427569597963
"TECO","amb",2012,"Soil","Fast_Soil","Fast_SOC",0,0.429203592750849,3.82387858450103,103.069946260127,106.893824844628,0.450015878213773,0.200652984822148,0,0.00304981775672262,0.00684,0.445879788994536,2.2427569597963
"TECO","amb",2012,"Soil","Slow_Soil","Slow_SOC",0,0.0464464336666634,216.184056224452,5561.10609707007,5777.29015329453,24.3220064939165,10.8446911234312,0,2.44342124369005e-05,5.48e-05,0.445879788994536,2.2427569597963
"TECO","amb",2012,"Soil","Passive_Soil","Passive_SOC",0,0.000828176936109745,340.232055160453,8727.27163809884,9067.50369325929,38.1735862072464,17.0208305632517,0,6.10855310922514e-07,1.37e-06,0.445879788994536,2.2427569597963
"TECO","amb",2013,"Plant","Foliage","Foliage",76.381768125,-3.62753681398614,-5.88004219152879,188.901496234617,183.021454043088,0.897937691029417,0.374705855903116,0.16875,0.00114339119009195,0.00274,0.417296054778082,2.39638019231167
"TECO","amb",2013,"Plant","Root","Root",76.381768125,-3.62753681398614,-5.88004219152879,188.901496234617,183.021454043088,0.897937691029417,0.374705855903116,0.16875,0.00114339119009195,0.00274,0.417296054778082,2.39638019231167
"TECO","amb",2013,"Plant","Wood","Wood",50.92117875,-2.54647922503236,-242.624220912986,5130.33166806759,4887.7074471546,23.9800124115068,10.0067645728512,0.1125,2.85430501468208e-05,6.84e-05,0.417296054778082,2.39638019231167
"TECO","amb",2013,"Litter","Fine_Litter","Fine_litter",0,-1.58944533046474,-6.57905165960383,116.468634063274,109.88958240367,0.539138968202645,0.22498056440809,0,0.00380991298012389,0.00913,0.417296054778082,2.39638019231167
"TECO","amb",2013,"Litter","CWD","CWD",0,0.00400668035548379,-35.3314990675466,742.9265630421,707.595063974553,3.47159452563161,1.44868269933526,0,0.000196963737855255,0.000472,0.417296054778082,2.39638019231167
"TECO","amb",2013,"Soil","Fast_Soil","Fast_SOC",0,0.000989658680804887,-5.45254163803519,103.459552902173,98.0070112641381,0.480840838356008,0.200652984822148,0,0.00285430501468208,0.00684,0.417296054778082,2.39638019231167
"TECO","amb",2013,"Soil","Slow_Soil","Slow_SOC",0,0.163513972474543,-264.229792413426,5561.21436521856,5296.98457280514,25.9880029999287,10.8446911234312,0,2.28678238018389e-05,5.48e-05,0.417296054778082,2.39638019231167
"TECO","amb",2013,"Soil","Passive_Soil","Passive_SOC",0,0.00243335085221581,-413.613113392352,8727.27330746422,8313.66019407187,40.7883812184694,17.0208305632517,0,5.71695595045973e-07,1.37e-06,0.417296054778082,2.39638019231167
"TECO","amb",2014,"Plant","Foliage","Foliage",84.130194375,4.50602768850279,14.6382391968673,189.863839288874,204.502078485742,0.910918960011036,0.374705855903116,0.16875,0.00112709701987331,0.00274,0.411349277326027,2.43102408371905
"TECO","amb",2014,"Plant","Root","Root",84.130194375,4.50602768850279,14.6382391968673,189.863839288874,204.502078485742,0.910918960011036,0.374705855903116,0.16875,0.00112709701987331,0.00274,0.411349277326027,2.43102408371905
"TECO","amb",2014,"Plant","Wood","Wood",56.08679625,3.36912941571671,330.450246473987,5130.91130373003,5461.36155020401,24.326685676708,10.0067645728512,0.1125,2.81362905691003e-05,6.84e-05,0.411349277326027,2.43102408371905
"TECO","amb",2014,"Litter","Fine_Litter","Fine_litter",0,0.788281552341898,7.03579339807432,115.751166868289,122.786960266363,0.546933170444771,0.22498056440809,0,0.00375561890198663,0.00913,0.411349277326027,2.43102408371905
"TECO","amb",2014,"Litter","CWD","CWD",0,0.0155622706824762,47.7117723411009,742.931390590934,790.643162932035,3.52178253175114,1.44868269933526,0,0.000194156858897885,0.000472,0.411349277326027,2.43102408371905
"TECO","amb",2014,"Soil","Fast_Soil","Fast_SOC",0,-0.142471865234229,6.25282426048052,103.256946681308,109.509770941789,0.487792238572755,0.200652984822148,0,0.00281362905691003,0.00684,0.411349277326027,2.43102408371905
